GENDER,MARSTAT,PC,MOVE,HEALTH,NEWSPAP,CLUB,POLITICS,JOBLEVEL,EDUCAT,OWNHOUSE,URBAN,AGE3,AGE13,REGION,PHONE,HOUSEVAL,PNONNAT1,PNONNAT2,SOCALL,DISABALL,UNEMPALL,ALLOWAN,HASJOB,NONNATIV,EMPLOYED,RELIGION,MARRIED,CHILDREN,HHSIZE,HHTYPE,KEYNUM,ETHNIC,RESP1,RESULT,RESPONSE,PROB,POPWGT
2,2,1,1,2,2,1,4,2,35,1,1,2,10,25,1,6,2,1,0,0,0,0,1,0,1,1,1,1,4,3,**,0,1,1,1,0.58063,391.27
1,1,,,,,,,,,,5,1,7,21,1,3,3,3,0,0,0,0,0,0,3,,0,1,2,4,**,0,0,0,0,0.58741,369.72
1,2,2,1,1,1,1,1,4,45,1,5,3,14,21,1,6,1,1,0,0,0,0,0,0,1,3,1,1,3,3,**,0,0,1,1,0.66516,399.45
1,2,2,1,1,2,1,4,4,45,1,4,1,8,24,1,7,1,1,0,0,0,0,1,0,1,2,1,1,3,3,**,0,0,1,1,0.69526,427.22
2,3,,,,,,,,,,5,3,17,22,1,7,1,1,0,0,0,0,0,0,3,,0,0,1,1,**,0,0,3,0,0.60401,342.62
1,2,2,1,1,1,1,2,1,35,1,3,2,10,24,0,5,1,1,0,0,0,0,1,0,1,1,1,1,5,3,**,0,1,1,1,0.65187,392.47
2,2,2,1,5,1,2,3,20,45,2,4,3,17,24,1,5,1,1,0,0,0,0,0,0,3,2,1,0,2,2,**,0,1,1,1,0.65094,356.01
2,2,,,,,,,,,,1,3,16,25,0,2,2,1,0,0,0,0,0,0,3,,1,0,2,2,**,0,0,3,0,0.39124,364.04
1,2,1,2,5,1,2,4,4,30,1,3,2,12,23,1,7,2,1,0,1,1,1,1,0,1,2,1,1,4,3,**,0,0,1,1,0.63056,379.19
2,4,,,,,,,,,,3,3,17,23,0,5,1,1,0,0,0,0,0,1,3,,0,0,1,1,**,4,0,3,0,0.39371,382.55
2,2,1,2,3,1,2,3,2,30,1,3,2,11,22,1,6,2,1,0,0,0,0,1,0,1,1,1,0,2,2,**,0,1,1,1,0.70627,374.04
2,1,,,,,,,,,,2,1,6,23,1,6,1,1,0,0,0,0,1,0,3,,0,1,4,3,**,0,0,3,0,0.58417,353.04
1,2,,,,,,,,,,2,1,8,24,1,3,1,1,0,0,0,0,1,0,3,,1,0,2,2,**,0,0,3,0,0.68146,368.03
2,1,,,,,,,,,,1,1,6,25,1,6,2,1,0,0,0,0,1,0,3,,0,0,1,1,**,0,0,0,0,0.45266,404.74
2,1,2,2,2,2,2,1,20,40,2,5,1,5,21,1,3,2,1,0,0,0,0,0,1,3,3,0,0,1,1,**,2,0,1,1,0.67088,381.31
1,2,,,,,,,,,,3,3,13,24,1,6,3,1,0,0,0,0,0,1,3,,1,0,2,2,**,4,0,3,0,0.62552,423.45
2,4,2,1,1,2,2,2,4,45,2,5,2,10,24,1,4,1,1,0,0,0,0,1,0,1,2,0,1,2,4,**,0,1,1,1,0.67616,371.18
1,1,1,2,2,2,1,3,20,40,2,2,1,6,22,1,2,5,5,0,0,0,0,1,0,2,3,0,0,2,2,**,0,1,1,1,0.59610,357.13
2,2,2,1,3,2,2,4,20,10,2,4,1,8,22,0,4,4,3,1,0,0,1,0,1,3,2,1,1,3,3,**,1,1,1,1,0.40249,364.39
1,3,,,,,,,,,,4,3,17,22,1,3,1,1,0,0,0,0,0,0,3,,0,0,2,2,**,0,0,3,0,0.55682,399.57
1,2,1,1,2,2,1,3,6,50,1,5,1,8,21,1,6,1,1,0,0,0,0,0,0,1,1,1,1,3,3,**,0,1,1,1,0.67158,410.98
1,2,,,,,,,,,,1,3,15,25,0,7,5,1,0,0,0,0,0,1,3,,1,0,2,2,**,2,0,0,0,0.32902,381.34
2,2,1,2,3,2,2,3,20,10,1,5,2,12,22,1,4,1,1,0,0,0,0,0,0,3,1,1,1,5,3,**,0,1,1,1,0.72361,365.35
2,2,1,1,2,1,1,2,1,35,1,4,1,7,24,0,6,3,2,0,0,0,0,1,1,1,2,1,1,3,3,**,4,1,1,1,0.59274,393.16
1,2,,,,,,,,,,2,3,13,23,1,6,4,2,1,0,0,1,0,1,3,,1,1,5,3,**,2,0,0,0,0.55389,371.25
2,4,,,,,,,,,,1,3,13,21,0,3,2,1,1,0,0,1,0,0,3,,0,1,2,4,**,0,0,3,0,0.43744,353.75
2,2,2,1,2,1,2,4,20,10,2,2,3,17,22,1,3,4,1,0,0,0,0,0,0,3,3,1,0,2,2,**,0,1,1,1,0.63113,387.92
2,4,,,,,,,,,,2,3,13,23,0,4,1,1,0,1,0,1,0,0,3,,0,0,1,1,**,0,0,2,0,0.37267,359.53
1,3,2,1,3,2,2,3,20,35,1,2,3,13,23,0,2,2,2,0,0,0,0,0,0,3,1,0,0,1,1,**,0,1,1,1,0.34849,391.78
1,2,1,1,1,1,1,3,6,45,1,2,2,9,23,1,6,2,1,0,0,0,0,1,0,1,1,1,1,4,3,**,0,1,1,1,0.64213,383.21
1,2,2,1,1,1,2,3,4,45,1,5,1,8,24,1,9,1,1,0,0,0,0,1,0,1,2,1,0,2,2,**,0,1,1,1,0.72271,403.87
2,2,,,,,,,,,,1,2,12,25,0,6,3,2,0,1,1,1,1,0,3,,1,0,2,2,**,0,0,2,0,0.38539,378.22
2,2,2,1,3,1,1,4,20,35,2,3,3,14,24,1,6,4,3,0,0,0,0,0,0,3,2,1,0,2,2,**,0,0,1,1,0.68168,400.14
1,2,2,1,1,2,2,3,2,30,1,1,1,7,25,1,4,3,2,0,0,0,0,1,0,1,1,1,0,2,2,**,0,1,1,1,0.50770,389.40
1,2,1,1,1,1,1,2,6,40,1,4,2,10,22,1,8,1,1,0,0,0,0,1,0,1,1,1,1,4,3,**,0,1,1,1,0.73198,366.63
1,2,2,1,1,2,2,3,20,10,2,4,3,16,23,1,6,1,1,0,0,0,0,0,0,3,1,1,0,2,2,**,0,1,1,1,0.61083,394.17
2,1,1,4,2,2,2,3,4,10,2,1,1,6,25,0,3,7,7,0,0,0,0,1,1,1,4,0,1,5,3,**,3,0,1,1,0.31385,396.58
1,1,,,,,,,,,,4,3,13,24,1,7,2,1,0,1,0,1,1,0,3,,0,0,1,5,**,0,0,4,0,0.41213,379.08
1,2,2,1,1,2,2,2,4,35,1,4,1,8,21,0,5,1,1,0,0,0,0,1,0,1,1,1,1,4,3,**,0,1,1,1,0.61483,380.82
2,2,,,,,,,,,,1,2,10,25,0,3,4,3,1,0,0,1,0,0,3,,1,1,2,4,**,0,0,3,0,0.38458,373.16
2,2,2,1,3,1,2,2,2,10,1,5,2,12,21,1,5,1,1,0,1,0,1,0,0,1,3,1,0,2,2,**,0,1,1,1,0.66193,408.82
2,2,1,2,2,2,2,3,2,10,1,1,1,8,25,0,2,7,7,0,0,0,0,1,1,1,1,1,1,3,3,**,2,1,1,1,0.37433,372.93
1,2,1,1,2,1,1,3,4,45,1,5,2,11,22,1,8,1,1,0,0,0,0,1,0,1,3,1,1,5,3,**,0,1,1,1,0.75297,389.71
2,1,,,,,,,,,,1,2,9,25,1,3,5,5,0,1,0,1,0,1,3,,0,0,1,1,**,4,0,3,0,0.41917,370.09
2,2,1,1,2,1,2,3,2,35,1,5,3,13,24,1,7,2,1,0,0,0,0,1,0,1,2,1,1,4,3,**,0,1,1,1,0.73280,374.43
1,2,2,1,2,1,1,3,4,45,2,3,2,9,22,0,5,3,1,0,0,0,0,0,0,1,1,1,0,2,2,**,0,1,1,1,0.54534,406.85
2,2,2,2,3,1,2,4,20,10,2,4,3,15,24,1,5,2,1,0,0,0,0,0,1,3,2,1,0,2,2,**,2,1,1,1,0.65483,373.54
2,4,1,1,4,2,2,4,20,35,2,5,3,13,24,0,6,2,1,1,0,0,1,0,0,3,2,0,1,2,4,**,0,1,1,1,0.47631,411.38
2,4,,,,,,,,,,1,3,13,25,0,5,2,1,0,0,0,0,1,0,3,,0,0,1,1,**,0,0,3,0,0.31887,379.54
2,2,2,1,2,2,2,3,20,35,1,5,2,12,21,1,3,1,1,0,0,0,0,0,0,3,1,1,1,3,3,**,0,1,1,1,0.65293,367.79
2,2,1,2,3,1,2,3,20,35,1,2,2,11,24,1,8,1,1,0,0,0,0,0,1,3,2,1,1,4,3,**,4,1,1,1,0.66763,378.89
2,2,,,,,,,,,,2,2,10,23,1,5,2,2,0,0,0,0,0,0,3,,1,1,4,3,**,0,0,3,0,0.63728,422.64
1,2,1,1,2,1,1,2,6,45,1,2,2,10,24,1,5,1,1,0,0,0,0,1,0,1,2,1,1,4,3,**,0,0,1,1,0.70729,390.76
1,1,1,5,2,1,2,2,6,50,1,4,1,6,24,1,6,2,1,0,0,0,0,1,0,1,2,0,1,4,3,**,0,1,1,1,0.64328,398.76
1,1,1,1,2,1,2,3,4,10,1,2,1,8,22,1,7,2,1,0,0,0,0,1,0,1,3,0,1,3,4,**,0,0,1,1,0.62768,403.28
2,2,2,1,2,2,2,3,20,10,2,2,3,15,23,1,6,2,1,0,0,0,0,0,0,3,2,1,0,2,2,**,0,1,1,1,0.61799,398.34
2,2,1,1,2,1,1,2,4,50,1,4,2,12,22,1,6,3,1,0,0,0,0,0,1,1,1,1,0,2,2,**,4,0,1,1,0.65066,389.62
2,4,2,1,2,1,2,2,4,45,1,2,2,11,22,1,4,2,1,0,0,0,0,1,0,1,1,0,0,1,1,**,0,1,1,1,0.61459,383.76
2,3,1,1,1,1,1,2,4,30,1,4,2,11,23,1,7,1,1,0,0,0,0,1,0,1,2,0,1,3,4,**,0,1,1,1,0.58863,402.38
1,1,,,,,,,,,,4,1,8,21,0,6,2,1,0,0,0,0,1,0,3,,0,0,2,2,**,0,0,0,0,0.51128,369.08
2,2,2,1,2,2,1,3,20,10,1,3,3,16,23,0,6,1,1,0,0,0,0,0,0,3,3,1,0,2,2,**,0,0,1,1,0.51692,382.75
1,1,,,,,,,,,,5,1,8,24,0,4,2,2,0,0,0,0,1,0,3,,0,0,1,1,**,0,0,0,0,0.54080,391.70
2,2,1,1,2,2,2,4,4,45,1,3,1,8,24,1,4,1,1,0,0,0,0,1,0,1,2,1,1,3,3,**,0,1,1,1,0.71582,415.15
2,2,,,,,,,,,,3,1,8,24,1,7,2,1,0,0,0,0,1,0,3,,1,1,3,3,**,0,0,3,0,0.71582,400.26
1,2,,,,,,,,,,3,2,11,22,1,4,1,1,0,0,0,0,1,0,3,,1,1,5,3,**,0,0,0,0,0.73409,387.83
2,2,1,1,1,1,1,2,20,30,1,4,3,13,21,1,4,1,1,0,0,0,0,0,0,3,3,1,0,2,2,**,0,1,1,1,0.64538,364.72
2,3,2,1,2,1,2,2,20,50,1,3,2,12,23,1,8,1,1,0,1,0,1,0,0,3,2,0,0,1,1,**,0,1,1,1,0.50991,394.82
2,1,,,,,,,,,,2,1,7,23,0,3,4,4,1,0,0,1,0,0,3,,0,0,1,1,**,0,0,3,0,0.39639,362.78
1,3,2,1,4,1,1,1,20,35,1,5,3,15,24,1,8,1,1,0,0,0,0,0,0,3,2,0,0,2,2,**,0,1,1,1,0.62614,386.63
1,3,2,2,1,2,2,4,20,35,2,4,3,15,23,1,4,2,1,0,0,0,0,0,0,3,1,0,0,1,1,**,0,1,1,1,0.54194,379.04
1,2,,,,,,,,,,1,3,16,23,1,4,3,2,0,0,0,0,0,0,3,,1,0,2,2,**,0,0,3,0,0.60266,384.91
1,1,,,,,,,,,,4,2,11,24,1,6,1,1,0,0,0,0,1,0,3,,0,0,1,1,**,0,0,3,0,0.61013,368.15
2,2,2,1,3,1,2,2,20,10,2,4,3,17,22,1,8,1,1,0,0,0,0,0,0,3,3,1,1,5,3,**,0,1,1,1,0.70772,403.40
2,3,2,1,3,2,2,2,20,10,1,2,3,17,24,1,5,3,2,0,0,0,0,0,0,3,2,0,0,1,1,**,0,0,1,1,0.55147,396.33
2,1,2,4,2,2,2,4,6,50,2,3,1,6,23,1,4,2,1,0,0,0,0,1,0,1,1,0,1,2,4,**,0,0,1,1,0.57399,366.95
2,2,,,,,,,,,,1,3,16,25,1,2,1,1,0,0,0,0,0,0,3,,1,0,2,2,**,0,0,3,0,0.50999,386.55
2,2,1,1,2,1,2,2,4,50,1,2,2,9,24,0,7,2,1,0,0,0,0,1,0,1,5,1,1,3,3,**,0,1,1,1,0.57529,386.85
1,1,,,,,,,,,,2,2,10,24,1,5,2,1,0,0,0,0,1,0,3,,0,1,4,3,**,0,0,0,0,0.63970,368.55
1,1,2,2,2,2,1,2,4,10,2,1,2,10,25,1,11,3,1,0,0,0,0,1,1,1,5,0,1,2,4,**,4,0,1,1,0.44220,379.98
2,2,,,,,,,,,,1,2,9,25,1,9,2,2,0,0,0,0,1,0,3,,1,1,4,3,**,0,0,3,0,0.56906,411.85
2,4,,,,,,,,,,1,1,8,25,0,5,4,4,1,0,0,1,0,0,3,,0,1,3,4,**,0,0,3,0,0.33002,398.35
2,2,1,1,2,1,1,1,20,45,2,3,2,10,22,1,5,3,2,0,0,1,1,0,1,3,2,1,1,3,3,**,1,1,1,1,0.52212,372.77
1,2,,,,,,,,,,1,2,11,25,1,5,1,1,0,0,0,0,1,0,3,,1,0,2,2,**,0,0,2,0,0.49853,386.96
1,1,,,,,,,,,,3,1,7,22,1,8,1,1,0,0,0,0,0,0,3,,0,1,3,4,**,0,0,2,0,0.59375,384.14
2,2,2,1,3,2,2,2,20,35,2,4,3,17,22,1,3,1,1,0,0,0,0,0,0,3,1,1,0,2,2,**,0,1,1,1,0.65506,416.92
2,2,,,,,,,,,,2,2,11,23,1,11,2,1,0,0,0,0,0,0,3,,1,1,4,3,**,0,0,3,0,0.61100,379.02
1,1,1,2,2,2,1,1,20,40,2,3,1,5,22,1,7,3,1,0,0,0,0,0,0,2,3,0,0,2,5,**,0,1,1,1,0.57618,348.47
2,3,2,1,4,1,2,2,20,30,2,1,3,16,23,1,6,5,1,0,0,0,0,0,0,3,2,0,0,1,1,**,0,0,1,1,0.55210,350.68
1,2,2,2,2,2,2,2,4,10,1,5,2,12,21,1,6,1,1,0,0,0,0,1,0,1,3,1,1,3,3,**,0,1,1,1,0.66826,391.09
2,2,1,1,1,2,1,4,2,45,1,3,1,8,24,1,6,6,1,0,0,0,0,0,1,1,2,1,0,2,2,**,2,1,1,1,0.64457,384.51
2,1,,,,,,,,,,2,1,6,23,1,6,2,1,0,0,0,0,1,0,3,,0,1,5,3,**,0,0,3,0,0.61505,401.27
2,2,1,1,1,2,2,3,1,35,1,4,2,9,24,1,7,1,1,0,0,0,0,1,0,1,2,1,1,3,3,**,0,0,1,1,0.70885,372.50
1,2,,,,,,,,,,2,3,15,23,1,5,1,1,0,0,0,0,0,0,3,,1,1,3,3,**,0,0,3,0,0.58328,351.15
1,1,1,4,1,1,1,3,2,40,2,3,1,6,23,1,7,1,1,0,0,0,0,1,0,1,3,0,1,3,3,**,0,1,1,1,0.54468,387.01
2,3,,,,,,,,,,2,3,17,24,1,2,2,1,0,0,0,0,0,1,3,,0,0,1,1,**,4,0,0,0,0.55039,396.18
1,2,2,1,2,1,2,2,6,50,1,2,1,8,22,1,5,1,1,0,0,0,0,1,0,1,1,1,0,2,2,**,0,1,1,1,0.68540,372.60
1,2,1,1,2,1,1,1,4,30,1,3,2,11,24,1,6,2,1,0,0,0,0,1,0,1,1,1,1,4,3,**,0,0,1,1,0.70446,394.09
1,1,,,,,,,,,,1,3,15,25,1,4,1,1,0,0,0,0,0,0,3,,0,0,1,1,**,0,0,2,0,0.41398,370.75
1,1,1,1,2,1,1,3,4,35,1,4,1,7,21,1,7,1,1,0,0,0,0,1,0,1,1,0,0,2,2,**,0,1,1,1,0.61283,375.76
1,1,2,4,2,2,1,4,4,45,2,3,1,7,23,0,5,1,1,0,0,0,0,1,0,1,2,0,0,1,1,**,0,1,1,1,0.43690,363.24
1,2,,,,,,,,,,5,1,8,22,1,7,1,1,0,0,0,0,1,0,3,,1,1,4,3,**,0,0,3,0,0.74846,414.58
2,3,,,,,,,,,,5,3,16,22,1,2,1,1,0,0,0,0,0,0,3,,0,0,1,1,**,0,0,3,0,0.64681,427.28
1,2,1,1,1,2,2,4,2,45,1,3,1,8,24,1,5,1,1,0,0,0,0,1,0,1,2,1,1,3,3,**,0,0,1,1,0.69401,374.08
1,2,1,3,1,1,2,2,8,60,1,2,2,12,24,1,9,1,1,0,0,0,0,1,0,1,2,1,1,4,3,**,0,0,1,1,0.66520,373.78
2,1,,,,,,,,,,5,1,7,22,1,5,1,1,0,0,0,0,1,0,3,,0,1,2,4,**,0,0,3,0,0.66350,373.88
2,2,,,,,,,,,,2,3,14,23,0,7,1,1,0,0,0,0,0,0,3,,1,0,2,2,**,0,0,3,0,0.48269,368.74
1,2,,,,,,,,,,2,1,8,23,0,4,3,2,0,0,0,0,1,0,3,,1,1,5,3,**,0,0,3,0,0.56736,411.51
1,2,,,,,,,,,,1,1,7,25,0,4,5,4,0,0,0,0,1,1,3,,1,1,3,3,**,2,0,2,0,0.33481,367.37
2,2,,,,,,,,,,3,3,16,23,1,7,1,1,0,0,0,0,0,0,3,,1,0,2,2,**,0,0,3,0,0.63409,372.63
2,1,,,,,,,,,,3,1,6,22,1,5,3,2,0,0,0,0,1,1,3,,0,1,3,3,**,4,0,3,0,0.63372,378.25
1,3,2,1,2,1,2,2,20,10,2,5,3,16,24,1,3,1,1,0,0,0,0,0,0,3,3,0,0,1,1,**,0,1,1,1,0.61821,417.82
1,1,1,1,2,2,2,4,20,10,1,3,1,8,24,0,4,5,2,1,0,0,1,0,0,3,2,0,0,1,1,**,0,1,1,1,0.47285,362.11
2,2,1,1,3,1,2,4,2,10,1,3,2,11,24,1,7,2,1,0,0,0,0,1,0,1,2,1,1,3,3,**,0,1,1,1,0.69407,361.57
2,2,1,2,2,1,1,4,20,45,1,3,2,9,24,1,7,1,1,0,0,0,0,1,0,3,2,1,1,4,3,**,0,1,1,1,0.73850,422.54
2,2,,,,,,,,,,4,1,7,24,1,6,3,1,0,0,0,0,1,0,3,,1,0,2,2,**,0,0,3,0,0.71129,358.75
2,2,1,5,2,1,2,3,6,50,1,3,2,12,21,1,5,2,1,0,0,0,0,1,1,1,2,1,0,2,2,**,4,1,1,1,0.67738,355.54
2,2,1,4,2,1,2,4,4,45,1,4,1,7,22,1,5,2,1,0,0,0,0,1,0,1,3,1,1,3,3,**,0,1,1,1,0.70680,356.96
2,2,,,,,,,,,,2,2,11,22,1,6,1,1,0,0,0,0,0,0,3,,1,1,5,3,**,0,0,3,0,0.70029,388.71
1,2,1,2,3,2,2,2,20,30,2,1,2,10,23,0,5,2,2,0,1,0,1,0,0,3,1,1,1,3,3,**,0,1,1,1,0.47313,385.48
2,2,2,1,1,1,1,3,20,45,1,4,1,8,21,1,4,1,1,0,0,0,0,0,0,3,1,1,1,3,3,**,0,1,1,1,0.67416,371.24
2,2,1,1,1,1,1,3,20,35,1,3,3,13,23,1,6,4,2,0,0,0,0,1,0,2,2,1,0,2,2,**,0,0,1,1,0.63302,425.59
2,1,2,4,2,2,2,3,1,10,1,2,1,7,24,1,5,2,1,0,0,0,0,1,0,1,1,0,1,4,3,**,0,1,1,1,0.64646,409.13
1,2,,,,,,,,,,2,3,13,22,0,4,5,3,0,0,1,1,1,1,3,,1,1,3,3,**,2,0,4,0,0.47331,389.78
2,2,2,2,2,1,1,2,4,45,1,3,2,9,22,1,6,2,1,0,0,0,0,1,0,1,3,1,1,5,3,**,0,1,1,1,0.76585,380.73
1,1,,,,,,,,,,3,1,7,22,0,6,2,1,0,0,0,0,1,0,3,,0,1,3,3,**,0,0,2,0,0.49472,357.08
2,2,1,1,2,1,1,2,4,35,1,2,1,8,23,0,7,1,1,0,0,0,0,1,1,1,1,1,0,2,2,**,4,1,1,1,0.53211,359.44
1,2,,,,,,,,,,3,3,16,24,1,5,4,3,0,0,0,0,0,0,3,,1,0,2,2,**,0,0,3,0,0.66713,392.99
2,2,2,2,3,1,2,4,1,35,2,5,3,14,21,1,5,2,1,0,0,0,0,1,0,1,3,1,0,2,2,**,0,1,1,1,0.73193,381.43
1,2,,,,,,,,,,3,2,9,22,1,7,2,1,0,0,0,0,1,0,3,,1,1,5,3,**,0,0,0,0,0.74653,349.10
1,2,1,1,2,1,1,3,4,45,2,1,2,11,25,1,5,2,1,0,0,0,0,1,0,1,3,1,0,2,2,**,0,0,1,1,0.49853,385.80
2,2,1,1,1,1,2,2,20,10,1,4,2,11,23,1,9,5,2,0,0,0,0,0,0,3,1,1,1,4,3,**,0,1,1,1,0.63548,388.85
2,3,,,,,,,,,,5,2,12,22,1,6,1,1,0,0,0,0,0,0,3,,0,0,1,1,**,0,0,3,0,0.60040,384.03
2,1,,,,,,,,,,1,2,12,23,0,3,5,4,0,1,0,1,1,0,3,,0,0,1,1,**,0,0,3,0,0.42616,395.20
1,2,2,1,1,1,2,4,2,10,1,4,3,13,22,1,8,1,1,0,0,0,0,0,0,1,2,1,1,3,3,**,0,1,1,1,0.62282,383.07
2,2,,,,,,,,,,5,2,11,24,1,6,3,1,0,0,0,0,0,0,3,,1,1,3,3,**,0,0,3,0,0.67809,361.27
2,2,2,2,3,1,1,2,20,10,1,3,3,14,24,1,5,2,1,0,0,0,0,0,0,3,2,1,0,2,2,**,0,0,1,1,0.68168,340.22
2,2,1,1,2,1,1,2,6,50,1,4,2,10,22,1,8,2,1,0,0,0,0,1,0,1,1,1,1,5,3,**,0,1,1,1,0.77526,366.39
1,2,2,5,2,2,2,2,6,40,2,3,1,8,22,0,3,3,3,0,0,0,0,1,1,1,4,1,1,5,3,**,1,1,1,1,0.48759,368.72
2,2,1,1,2,1,2,3,6,50,1,2,1,7,24,0,6,1,1,0,0,0,0,1,1,1,2,1,0,2,2,**,2,1,1,1,0.52998,389.73
2,2,,,,,,,,,,2,3,15,22,1,3,4,3,0,0,0,0,0,0,3,,1,0,2,2,**,0,0,4,0,0.67908,404.44
1,2,2,1,1,2,1,2,6,50,1,3,2,10,23,1,7,2,2,0,0,0,0,1,0,1,1,1,0,2,2,**,0,1,1,1,0.64931,394.18
2,2,2,1,1,1,2,4,20,30,1,4,3,16,21,0,6,1,1,0,0,0,0,0,0,3,1,1,0,2,2,**,0,1,1,1,0.57311,367.70
1,1,1,1,1,1,2,2,20,35,1,5,1,5,24,1,7,1,1,0,0,0,0,1,0,2,2,0,1,4,3,**,0,1,1,1,0.75466,368.82
1,2,,,,,,,,,,4,2,12,22,1,5,2,1,0,0,0,0,0,0,3,,1,1,5,3,**,0,0,0,0,0.68231,388.02
1,2,1,1,2,1,2,1,2,35,2,2,2,12,23,1,5,3,2,0,0,0,0,1,0,1,3,1,0,2,2,**,0,1,1,1,0.57979,384.18
2,3,,,,,,,,,,2,3,13,23,0,5,4,3,0,0,0,0,0,0,3,,0,0,1,1,**,0,0,2,0,0.37267,392.61
2,2,,,,,,,,,,2,3,14,24,1,3,3,2,0,0,0,0,0,0,3,,1,0,1,1,**,0,0,0,0,0.65905,362.96
1,2,,,,,,,,,,2,2,10,21,0,5,4,1,0,0,0,0,0,0,3,,1,0,1,1,**,0,0,2,0,0.51978,394.72
1,2,1,1,1,1,1,1,6,60,1,4,2,9,23,1,8,1,1,0,0,0,0,1,0,1,1,1,0,2,2,**,0,1,1,1,0.63981,389.17
2,3,2,1,3,2,1,4,20,10,2,4,3,16,24,0,6,5,2,0,0,0,0,0,0,3,2,0,0,1,1,**,0,1,1,1,0.50290,387.94
2,2,1,1,2,2,1,3,20,45,2,5,1,7,21,1,6,1,1,0,0,0,0,0,0,3,1,1,1,3,3,**,0,1,1,1,0.67967,395.37
2,2,,,,,,,,,,2,2,12,24,1,4,5,3,0,0,0,0,1,1,3,,1,0,2,2,**,2,0,4,0,0.61817,375.39
1,1,1,4,2,1,1,2,6,50,2,2,1,7,24,1,5,4,1,0,0,0,0,1,0,1,1,0,0,1,1,**,0,1,1,1,0.59393,369.68
2,2,1,1,2,2,1,2,6,50,2,2,1,8,23,0,8,5,3,0,0,0,0,1,0,1,1,1,1,5,3,**,0,1,1,1,0.59290,387.91
1,2,2,1,1,1,1,2,1,45,2,2,3,16,23,1,9,1,1,0,0,0,0,0,0,1,3,1,0,2,2,**,0,1,1,1,0.58577,356.47
1,2,1,1,2,1,2,2,6,45,1,2,2,10,23,1,8,2,1,0,0,0,0,1,1,1,3,1,1,4,3,**,4,1,1,1,0.65194,363.84
2,2,2,1,3,2,2,1,4,10,2,5,2,11,22,1,4,1,1,0,0,0,0,1,0,1,1,1,0,2,2,**,0,1,1,1,0.72639,379.92
2,2,1,1,3,1,1,2,20,35,1,3,2,11,23,1,9,1,1,0,0,0,0,0,0,3,2,1,1,4,3,**,0,1,1,1,0.63412,391.18
2,2,2,1,2,1,1,3,20,30,1,1,3,14,23,0,5,3,1,0,0,0,0,0,0,3,5,1,0,2,2,**,0,1,1,1,0.50020,383.85
1,2,,,,,,,,,,3,2,9,23,1,11,2,1,0,0,0,0,0,1,3,,1,1,3,3,**,4,0,3,0,0.58689,379.15
2,2,,,,,,,,,,5,2,11,24,1,4,1,1,0,0,0,0,1,0,3,,1,1,4,3,**,0,0,3,0,0.74507,362.18
1,1,,,,,,,,,,1,1,7,25,0,4,5,4,0,0,0,0,0,1,3,,0,1,3,3,**,4,0,2,0,0.27348,379.73
1,1,1,1,1,2,2,4,4,45,1,2,1,7,24,0,7,3,1,0,0,0,0,1,0,1,1,0,0,2,2,**,0,1,1,1,0.47558,397.74
1,4,2,1,1,1,2,2,20,50,2,4,3,14,21,0,3,2,1,0,0,0,0,0,0,3,3,0,0,1,1,**,0,1,1,1,0.45979,371.39
2,2,,,,,,,,,,1,1,8,25,1,3,3,2,0,0,0,0,1,0,3,,1,1,4,3,**,0,0,3,0,0.57882,376.93
1,2,,,,,,,,,,5,3,15,22,1,3,3,2,0,0,0,0,0,0,3,,1,0,4,2,**,0,0,2,0,0.74537,373.58
1,2,,,,,,,,,,2,2,10,23,1,6,1,1,0,0,0,0,1,0,3,,1,1,4,3,**,0,0,3,0,0.65293,410.16
1,2,,,,,,,,,,1,1,7,25,1,2,2,1,0,0,0,0,1,0,3,,1,1,4,3,**,0,0,3,0,0.53621,388.29
1,2,1,1,2,2,1,4,6,45,1,5,1,8,24,1,9,1,1,0,0,0,0,1,0,1,2,1,0,2,2,**,0,1,1,1,0.72271,398.06
1,2,2,1,2,1,2,2,4,45,1,3,1,6,22,0,7,1,1,0,0,0,0,0,0,1,3,1,0,5,2,**,0,0,1,1,0.62273,382.89
2,2,1,1,2,1,2,2,4,10,2,2,2,10,23,0,6,7,6,0,0,0,0,1,0,1,1,1,1,4,3,**,0,1,1,1,0.56334,387.70
2,1,1,1,2,2,1,2,4,45,1,5,1,7,24,1,9,1,1,0,0,0,0,1,0,1,2,0,0,1,1,**,0,0,1,1,0.66431,331.10
2,2,1,2,2,1,2,2,20,30,1,3,2,10,21,1,7,1,1,0,0,1,1,0,0,3,1,1,1,4,3,**,0,1,1,1,0.70743,360.00
1,2,1,1,1,1,2,3,2,35,1,5,2,10,24,1,6,2,2,0,0,0,0,1,0,1,2,1,1,4,3,**,0,1,1,1,0.74644,375.04
2,1,1,1,2,1,1,3,6,45,1,5,1,8,22,1,4,1,1,0,0,0,0,1,0,1,3,0,0,2,2,**,0,0,1,1,0.68412,388.29
1,2,,,,,,,,,,2,3,14,24,1,3,4,2,0,1,0,1,0,0,3,,1,0,2,2,**,0,0,3,0,0.63605,392.31
2,2,2,1,2,2,2,2,20,10,2,2,2,12,22,1,4,2,1,0,1,0,1,1,0,3,1,1,0,2,2,**,0,1,1,1,0.66714,388.49
2,3,2,1,2,1,1,1,20,45,1,5,3,17,21,1,7,1,1,0,0,0,0,0,0,3,1,0,0,1,1,**,0,1,1,1,0.59259,393.16
